"Customer_id","Invoice_id","Product_Rating"
9884,"INV-02912600113","1/5"
7715,"S15179900084","3/5"
2388,"INV-00462200017","2/5"
9203,"S33723100020","1/5"
4079,"INV-02607900084","2/5"
7607,"S22475700192","2/5"
4705,"S12050600104","4/5"
7494,"S14044700158","3/5"
2158,"S32912300098","3/5"
6280,"S09847200047","4/5"
2254,"S05010700076","2/5"
3765,"S06900800215","2/5"
1645,"INV-00923700016","5/5"
9577,"S28202300009","3/5"
5235,"S24949600127","3/5"
5456,"INV-02013500038","2/5"
3535,"S12524600149","1/5"
6354,"S33471300035","1/5"
4956,"S26702700024","5/5"
2103,"S11337500021","1/5"
7632,"S03966400112","3/5"
1685,"S27702000021","2/5"
4671,"S33429000029","3/5"
5732,"S06975600001","3/5"
4436,"S25356200068","4/5"
3733,"S26636400044","2/5"
7158,"S31672500017","5/5"
2515,"S21140900002","3/5"
8609,"S34101000015","2/5"
5024,"S32448000039","1/5"
9176,"S03411000122","2/5"
9595,"S10146900013","5/5"
9399,"S11137900100","5/5"
9881,"INV-02923400046","4/5"
8987,"S26071800006","3/5"
2787,"S13036000106","3/5"
9837,"S10681700053","4/5"
6465,"INV-02450000022","2/5"
1751,"S30824400037","2/5"
1032,"INV-00912500062","1/5"
3549,"INV-04194000033","3/5"
9248,"S04907500023","4/5"
4326,"S21528100058","3/5"
3516,"INV-06307700097","4/5"
4662,"S06423600007","3/5"
7331,"S19615400045","4/5"
5538,"S04072500134","3/5"
2463,"INV-06317600012","3/5"
4768,"S21386900138","2/5"
4255,"INV-07000400075","3/5"
5948,"S17359000051","3/5"
3276,"INV-00182800033","1/5"
8433,"S23485800070","2/5"
3294,"INV-04195400002","3/5"
7887,"INV-07706400004","3/5"
6550,"S26783900160","4/5"
7089,"S26637400074","1/5"
5279,"S04415700017","3/5"
4978,"INV-02677800034","4/5"
4342,"INV-02915900037","5/5"
8982,"S03691900105","3/5"
3995,"S29471600055","1/5"
4861,"INV-03806700002","1/5"
6888,"S13175600005","3/5"
5047,"S12441900121","4/5"
2140,"S04603600056","2/5"
6610,"S16849100038","5/5"
5716,"S24385300118","1/5"
3835,"S29821700005","2/5"
2649,"S32518000029","4/5"
1004,"S30899100018","3/5"
3679,"INV-04063800051","4/5"
9963,"INV-03046500037","1/5"
9524,"S05252200104","4/5"
3133,"S28152000008","1/5"
1818,"S22580600004","2/5"
2013,"S21270900034","3/5"
4291,"S33772300042","2/5"
3526,"S29928700128","4/5"
7916,"S16351600004","1/5"
7647,"S14771300083","4/5"
3155,"S28873900032","3/5"
6047,"S26923500021","5/5"
3443,"S16490800050","1/5"
2886,"S27328100028","5/5"
7422,"S16858500032","3/5"
6902,"S19630500072","4/5"
2724,"S10658700128","4/5"
7473,"S28202800054","4/5"
5807,"S10376600006","1/5"
1723,"S28751100001","5/5"
2064,"S07936600051","4/5"
2963,"S22706300014","2/5"
7677,"INV-03039200132","3/5"
2382,"S03728200010","3/5"
2089,"S10225300060","5/5"
8921,"S19665000007","4/5"
5279,"S25629000168","3/5"
5518,"S08830100022","3/5"
8156,"S30043600066","4/5"
9442,"S20271600024","5/5"
7303,"S09605100047","3/5"
6624,"S28849900065","4/5"
5773,"S29182000040","3/5"
7511,"INV-03682200030","5/5"
3881,"INV-02784800143","3/5"
8037,"S18827900114","3/5"
8171,"S09956300148","2/5"
8184,"S31154400031","1/5"
9040,"INV-01079400042","5/5"
9124,"S28290500010","3/5"
6428,"S20817200030","5/5"
6152,"S20810000042","2/5"
8432,"INV-00068400029","4/5"
6107,"INV-00184700165","4/5"
3554,"S12025500015","4/5"
1153,"S30408300055","3/5"
5492,"S06190500120","2/5"
8802,"S06411700001","5/5"
4280,"S31019400042","4/5"
1827,"INV-03360100007","2/5"
1827,"S03614900083","1/5"
8715,"S26011000171","4/5"
5502,"INV-03403900141","1/5"
6923,"S33130300078","3/5"
2364,"S27153600019","2/5"
4079,"S20272100043","2/5"
7627,"S08697400018","3/5"
1902,"INV-05522300041","4/5"
4863,"S12256200002","2/5"
6618,"S32533400032","4/5"
1857,"S09847300036","1/5"
9366,"S30585000003","2/5"
5571,"INV-08104000020","5/5"
4484,"S11459400025","3/5"
6406,"S17866600178","1/5"
4515,"INV-09515500053","4/5"
1469,"S10657600057","4/5"
3881,"S08837700028","3/5"
9837,"INV-04401500017","2/5"
7732,"S17726200100","5/5"
7687,"S25638900068","1/5"
1543,"S29421400176","5/5"
9643,"S25802600038","4/5"
7736,"INV-06570500063","3/5"
6163,"INV-06986200084","3/5"
2826,"S09136500087","5/5"
2524,"S04838200156","5/5"
9755,"S22697500007","2/5"
5624,"S07711900011","5/5"
9670,"S22333900145","1/5"
9957,"S19482300050","2/5"
1900,"S33935500008","5/5"
9794,"S29693300044","3/5"
9300,"S34099700108","3/5"
1893,"S31648600009","1/5"
2555,"S06436600006","2/5"
6317,"S09976400015","4/5"
2954,"S17053200006","3/5"
6423,"INV-09226000017","5/5"
4476,"INV-08921800044","5/5"
7214,"S28854100003","1/5"
7602,"INV-04063400025","3/5"
4628,"S33001900032","4/5"
6825,"S04909100002","2/5"
8605,"S30163100010","4/5"
6423,"S25801200047","1/5"
9651,"S24238400013","4/5"
9032,"S33243300042","1/5"
7289,"S19080800134","5/5"
6558,"INV-04193800238","1/5"
5532,"S11909500045","5/5"
1538,"S31816100079","3/5"
7513,"S09012700216","3/5"
3554,"S08744600041","1/5"
2269,"S20327100072","1/5"
6899,"S09667700026","2/5"
2351,"S09613500019","2/5"
2633,"S04072500100","4/5"
6613,"INV-09215800062","5/5"
5731,"S31154400091","2/5"
4545,"INV-02158700033","2/5"
6320,"S31630600003","2/5"
9095,"S16869900155","1/5"
9064,"S26129800010","3/5"
6461,"INV-06313700006","5/5"
9751,"S14176100005","2/5"
7283,"INV-01773500030","1/5"
7697,"S20962300004","3/5"
2105,"S12212300148","5/5"
8111,"S08285200019","5/5"
8540,"S28612400043","3/5"
6325,"S10122300005","2/5"
4274,"INV-01642500008","1/5"
6898,"INV-04853700025","5/5"
7133,"S19284400011","4/5"
3905,"INV-01351700030","5/5"
4961,"S03909200002","3/5"
2930,"S30164500005","5/5"
3259,"S33359500020","2/5"
2692,"INV-06312800002","5/5"
6588,"S12162400007","2/5"
8106,"S31525000021","1/5"
3223,"S22874200027","1/5"
2991,"S12259300042","3/5"
9264,"S33988600012","3/5"
4568,"S09108800034","3/5"
9541,"S12386200020","2/5"
8314,"S27934200002","5/5"
1269,"S27217900042","4/5"
7473,"S07550500008","4/5"
2156,"S13788900003","2/5"
4761,"INV-06318100005","5/5"
5409,"INV-02449000207","5/5"
1827,"S11482400026","1/5"
1084,"S28073100080","3/5"
8628,"S06464000054","5/5"
6484,"INV-04067200007","5/5"
9763,"S22231600005","2/5"
7130,"INV-02786400043","1/5"
2652,"S32392800004","3/5"
7304,"S22301000019","4/5"
6471,"S32619800089","4/5"
7226,"INV-05516700101","4/5"
6990,"S12004300026","2/5"
4459,"S16490800038","5/5"
7237,"INV-00594300160","4/5"
2035,"S08150800008","1/5"
1743,"S33478400007","2/5"
7096,"S25938800008","3/5"
2925,"S23014600037","1/5"
4419,"S22075700099","2/5"
8889,"S30900900005","5/5"
8657,"S10853500047","3/5"
2302,"S27825500013","5/5"
1289,"S24220600003","5/5"
9206,"S04425500039","5/5"
4215,"S32231600016","5/5"
5926,"INV-02164300016","4/5"
2765,"S18722200125","2/5"
5400,"INV-09365100013","5/5"
5832,"INV-06450600011","1/5"
4045,"S05140600113","4/5"
9946,"S09847500001","1/5"
6749,"S29794300003","5/5"
1734,"S13407200293","4/5"
1079,"S04464500089","4/5"
4564,"S15840500023","4/5"
3330,"S20886700141","1/5"
9383,"S29019300001","1/5"
4165,"INV-00391100014","4/5"
8250,"S24834700122","5/5"
9352,"INV-03421600092","4/5"
4615,"S05096300070","2/5"
4359,"S18709300025","4/5"
2419,"S24957100001","2/5"
1298,"INV-04855500135","4/5"
1089,"S20440800006","5/5"
2492,"S14905200006","3/5"
6421,"INV-04194800019","5/5"
9345,"S15188200041","1/5"
1259,"S28636600030","3/5"
3074,"S29928200160","2/5"
4306,"S25399900168","3/5"
8172,"S29821700036","4/5"
8522,"S06327700001","3/5"
5164,"S10402100066","2/5"
6135,"S25082300046","1/5"
2684,"S09220200006","2/5"
5014,"S11988100088","1/5"
2557,"S21401100046","4/5"
3646,"S21568600129","1/5"
3737,"INV-05791400059","5/5"
7121,"INV-06452000037","2/5"
9453,"S17485800011","1/5"
6899,"S07490800047","3/5"
2061,"INV-08818100006","2/5"
4754,"INV-04003000019","1/5"
5729,"S16473800005","1/5"
8885,"INV-03159400002","4/5"
9379,"S30559000147","1/5"
4385,"S14027500006","1/5"
8834,"S32331800016","5/5"
5383,"S31791700015","4/5"
3642,"S24958600014","3/5"
6516,"S18092500041","2/5"
3191,"S11752900079","1/5"
7301,"S04042500080","4/5"
8447,"S29370500015","1/5"
8701,"S33435400020","2/5"
2906,"INV-03039600010","4/5"
3689,"S14639500155","5/5"
1834,"S22239200052","4/5"
8827,"S21988400078","3/5"
9919,"INV-04596600003","4/5"
9994,"S04263100034","1/5"
2728,"S21017500191","1/5"
1479,"S29587300046","4/5"
8351,"S12135100025","2/5"
5801,"S21568600054","3/5"
3004,"S16583300147","5/5"
7488,"S28805200039","5/5"
3602,"INV-02856300002","1/5"
8836,"S33935700031","4/5"
2128,"INV-00912500013","1/5"
7979,"S09718800010","1/5"
1347,"S28194600045","3/5"
3391,"S07526900059","2/5"
1695,"INV-02311100120","2/5"
5227,"S12524600041","4/5"
4510,"S03884300069","4/5"
6221,"INV-03805200113","2/5"
7455,"S13285300004","5/5"
7263,"S05949300079","4/5"
8929,"S22313700033","3/5"
3494,"INV-00318300003","2/5"
1397,"S06912200033","1/5"
1700,"S09504700023","3/5"
2115,"S04951000122","5/5"
9492,"INV-06048400037","4/5"
1111,"S31273000112","3/5"
7285,"INV-03542600085","3/5"
3721,"S17817700027","5/5"
1772,"INV-04993700001","1/5"
6989,"INV-06040700130","3/5"
3271,"INV-06450600034","4/5"
5881,"S16857500004","2/5"
2494,"S34108500056","4/5"
2000,"S14189500114","3/5"
9318,"INV-06183100005","5/5"
6468,"S22870300191","5/5"
5209,"S19609000021","2/5"
2535,"S11215000004","2/5"
3742,"S24107400179","1/5"
4510,"S31282300013","3/5"
9826,"S08118200051","5/5"
7477,"S05044100012","5/5"
6783,"INV-01493400038","2/5"
6896,"S32130900030","4/5"
8775,"INV-08397200026","1/5"
1674,"INV-06318200072","1/5"
5393,"INV-05924800012","5/5"
4238,"INV-04990400036","4/5"
2726,"S07857300006","1/5"
6499,"INV-04072200006","1/5"
9289,"S29788500033","1/5"
2587,"INV-03549900116","4/5"
6474,"S20759600067","5/5"
1512,"S33723500074","1/5"
8033,"S22877200021","4/5"
7116,"S28066700002","4/5"
8902,"S16721800001","4/5"
1094,"INV-05522700042","1/5"
2746,"S29656300043","5/5"
9372,"S11914300079","3/5"
3095,"INV-00184100082","3/5"
5055,"INV-00254300009","5/5"
1500,"INV-02458000009","5/5"
6758,"S09610600007","5/5"
9648,"S24385300056","1/5"
1657,"INV-05238300015","2/5"
3188,"S13396500023","4/5"
2393,"INV-06709800013","5/5"
2359,"INV-06574000146","4/5"
4350,"S30378800110","4/5"
5784,"S19920800004","4/5"
3666,"S30175000027","3/5"
8269,"S06314200040","4/5"
1474,"S12129700071","2/5"
2408,"INV-07706200032","5/5"
9040,"S22316000105","3/5"
4138,"S24629200145","1/5"
1949,"S06383800271","3/5"
1499,"S15430100018","1/5"
6408,"S14253800012","4/5"
1799,"S04851600031","3/5"
5977,"S19344400013","2/5"
2115,"S32995400113","3/5"
6478,"S21705100028","1/5"
7738,"S33748100057","2/5"
1798,"INV-06188100072","2/5"
2815,"S13177000016","1/5"
2109,"S27825500009","2/5"
6659,"INV-04665600007","3/5"
1895,"INV-07685200004","3/5"
6540,"S06900800147","2/5"
6767,"INV-09364100011","4/5"
9176,"S13098300097","5/5"
4272,"S19668400039","4/5"
1492,"S32152200060","1/5"
8985,"S06597100019","1/5"
3616,"S03445900014","3/5"
8463,"S10752200066","2/5"
1132,"INV-06573300008","1/5"
9859,"INV-08547100140","3/5"
4385,"S29664100127","2/5"
8571,"INV-02540200042","5/5"
7259,"INV-03421200018","2/5"
2342,"S17070300046","2/5"
4090,"S27559100056","3/5"
8527,"S09296800117","2/5"
2195,"INV-01869900015","5/5"
6241,"S13116300006","5/5"
8278,"S23359000029","1/5"
6217,"S19745500111","3/5"
8700,"S21435300013","3/5"
8782,"S33673600009","2/5"
6273,"S06982900040","4/5"
7166,"S10021100017","4/5"
2989,"S30680000002","4/5"
4157,"S14317000106","3/5"
2748,"S05589900007","4/5"
2133,"S11283300122","2/5"
5622,"S19920800010","4/5"
5290,"S20774200031","1/5"
5508,"S20901700070","4/5"
8755,"INV-02385100035","1/5"
2850,"INV-06183700002","2/5"
9006,"S22203300008","2/5"
2494,"S31557600028","3/5"
5403,"S28742100003","5/5"
2492,"S09898100089","4/5"
1210,"INV-06708300008","3/5"
3488,"S13651200022","1/5"
3893,"S26608400016","1/5"
9593,"S16469500015","2/5"
7659,"INV-03681100002","5/5"
5403,"S28466500150","5/5"
7015,"S28463700014","4/5"
7062,"INV-06190500104","4/5"
5995,"S30472200043","4/5"
2887,"S04120100018","5/5"
9704,"S22198800065","2/5"
7769,"S25370500008","3/5"
9941,"S10621000039","5/5"
7549,"INV-07493500136","3/5"
6633,"S25287400030","3/5"
8455,"S21667200003","5/5"
7697,"INV-08910400105","2/5"
1622,"S15836200019","1/5"
9816,"S23743000005","1/5"
4948,"S26329700051","5/5"
2805,"S29406700096","3/5"
9590,"S15193100063","5/5"
1548,"S24347600068","4/5"
2408,"INV-05254700007","4/5"
7600,"S15302100007","2/5"
6156,"S29434300018","3/5"
6593,"S31800100064","2/5"
3315,"S14592200044","5/5"
4263,"S21705100005","5/5"
3799,"S24595000046","3/5"
3872,"S25748900013","4/5"
3375,"S17859600007","2/5"
6472,"S29449000141","3/5"
8122,"INV-07366900059","3/5"
4696,"S05603500023","1/5"
3678,"S09504700049","3/5"
1474,"S29255200005","2/5"
9941,"INV-06055000030","5/5"
8107,"S12784100005","4/5"
5951,"INV-03939100010","5/5"
1938,"S06659500053","1/5"
4626,"S28202300006","2/5"
6519,"INV-05254100053","2/5"
9919,"INV-00065800073","3/5"
6041,"INV-01648700116","4/5"
4173,"S32619800133","4/5"
6326,"INV-01642100024","1/5"
1096,"S26315600009","3/5"
6508,"S14295800032","4/5"
2142,"INV-01646800206","2/5"
2481,"S13770700116","3/5"
2347,"S04838200139","1/5"
1857,"INV-06048600042","3/5"
4175,"S07145600029","2/5"
6414,"S33493400068","3/5"
5684,"S28060300021","4/5"
2004,"S26173000015","1/5"
2306,"S21811500013","1/5"
3787,"S30919600013","4/5"
8895,"S33930600059","4/5"
4026,"INV-07683500104","5/5"
1520,"INV-02013400214","5/5"
6998,"S24508700028","4/5"
2902,"S32353300013","2/5"
6200,"S24105800104","4/5"
7570,"S12137700031","5/5"
9979,"S18951000093","3/5"
9498,"S30413000014","4/5"
6616,"INV-05140800013","5/5"
8097,"INV-04331000005","3/5"
6730,"INV-07096800001","5/5"
8200,"S06679800024","2/5"
1972,"S07896500012","5/5"
4249,"S22850600025","1/5"
2568,"S13190300174","2/5"
3248,"S17986100210","2/5"
3908,"S13544400014","5/5"
4432,"S13406700042","3/5"
3563,"S25514500071","2/5"
9138,"S26387500292","5/5"
5883,"S17971400013","1/5"
7126,"S15162300006","1/5"
5414,"S32135400018","4/5"
4386,"S09087000003","5/5"
1737,"S15032000011","4/5"
2880,"S17848400088","2/5"
8660,"INV-04462900055","3/5"
1519,"S33008800011","3/5"
9857,"INV-05655900015","2/5"
6978,"INV-08763000005","2/5"
4130,"S10999600012","4/5"
6292,"S31999400052","1/5"
2061,"S33160600011","5/5"
9783,"INV-06180900026","3/5"
9320,"S04691800002","1/5"
9890,"INV-01643500110","1/5"
9231,"S12920600004","5/5"
9962,"S04199100093","4/5"
9475,"S19763200222","3/5"
1773,"S05317300327","4/5"
5977,"S21928100047","3/5"
2256,"S26421300060","1/5"
4324,"INV-06326500014","3/5"
4795,"S19356100259","4/5"
5864,"INV-05862700022","1/5"
8107,"S05402200096","3/5"
3481,"S20517600024","1/5"
4877,"S11748800031","1/5"
2404,"S26387500286","1/5"
4252,"INV-08920800022","1/5"
2769,"S26961600005","5/5"
8524,"S24879800028","5/5"
7706,"S18376500024","4/5"
7163,"INV-02540000022","5/5"
4581,"S32510900003","5/5"
2413,"S32405900051","4/5"
9550,"INV-07688700009","2/5"
9796,"S24346500008","5/5"
5417,"S33011900096","3/5"
2511,"S13907000005","5/5"
2791,"S11170000187","5/5"
5693,"S13031400036","4/5"
8075,"S09870000036","1/5"
6794,"INV-07503800014","1/5"
7406,"S28437000013","1/5"
9454,"S08154600008","4/5"
4629,"S23536100039","1/5"
2821,"S30406500010","2/5"
4037,"INV-09514900013","1/5"
5823,"S27413300027","4/5"
8519,"INV-03169800074","5/5"
1870,"S14904200025","2/5"
5897,"S11170000140","4/5"
1721,"S05470100003","5/5"
9782,"INV-06993500050","3/5"
1045,"S18332800068","1/5"
2923,"S30566200004","4/5"
3426,"INV-03169500013","1/5"
1428,"INV-08547100180","3/5"
3194,"S06426300010","4/5"
6868,"S18450400017","3/5"
6971,"S05813800028","1/5"
3398,"S23263400114","2/5"
9587,"INV-06443000039","4/5"
4799,"INV-03404300054","3/5"
2273,"S12047400048","2/5"
9124,"S04539300018","2/5"
3300,"INV-02535500041","5/5"
6282,"S19359300030","4/5"
5705,"S28253500034","3/5"
6985,"INV-00183800002","5/5"
3816,"S18208500028","4/5"
5906,"S06006200009","4/5"
6777,"S18569600054","1/5"
1258,"S24707700009","5/5"
4552,"S25791500006","4/5"
8774,"S10740100003","1/5"
9150,"S12131700043","3/5"
8519,"S12512400016","4/5"
7411,"INV-05238300123","1/5"
2682,"INV-06054900006","5/5"
5141,"S23981900001","3/5"
1908,"S12534800002","4/5"
7424,"S20905300001","2/5"
3613,"INV-03819000019","2/5"
1083,"S32586600005","4/5"
2241,"INV-03542600113","2/5"
1532,"S14310700052","3/5"
9362,"S12162400004","1/5"
8395,"S24958100042","3/5"
4513,"INV-05925400065","5/5"
5917,"S30290100026","4/5"
1474,"S29798600045","4/5"
7618,"S20067800033","4/5"
3734,"INV-03681400032","1/5"
1226,"S06314200148","3/5"
6117,"S19214500058","3/5"
8704,"S04193900278","4/5"
5578,"S09557900282","1/5"
1320,"INV-06048000081","2/5"
4391,"S27546600035","4/5"
1126,"INV-01868900159","4/5"
7648,"INV-04463000022","5/5"
2408,"S28593100005","4/5"
6529,"S18957100259","3/5"
1854,"S14084300045","3/5"
8466,"INV-08921400082","3/5"
3618,"S22727400254","2/5"
2026,"S23974100011","5/5"
6848,"S07146400030","3/5"
7004,"S29484800001","5/5"
8264,"S13061800018","5/5"
5135,"S13207500037","3/5"
4663,"INV-06709800012","1/5"
9590,"S11238400060","2/5"
1298,"S15314600087","1/5"
2449,"INV-02539200171","1/5"
1223,"INV-01203900085","4/5"
9736,"S13076800114","3/5"
8856,"S27281900022","4/5"
7464,"S26683800018","4/5"
4302,"S24737000026","5/5"
2883,"S23772900008","4/5"
2133,"S20386900209","2/5"
4152,"S08334600009","4/5"
7899,"INV-06512200054","2/5"
2028,"S31287100132","5/5"
8803,"S25996500033","2/5"
8272,"S10968400027","5/5"
9961,"S16776800028","3/5"
6405,"S12279300004","1/5"
3884,"S09474700012","1/5"
1258,"S06585100124","1/5"
1471,"INV-08105500063","1/5"
2901,"S17221800156","4/5"
3318,"S24913400195","3/5"
1122,"S05176700064","3/5"
1413,"INV-05986100011","3/5"
7041,"S06327300106","2/5"
4584,"INV-06575000014","3/5"
2784,"S30354700024","1/5"
5482,"S06438800049","4/5"
1402,"INV-07230000005","1/5"
7754,"INV-08762100057","3/5"
9990,"S23291200005","4/5"
2628,"S23743200081","4/5"
6973,"S26701900023","3/5"
8037,"S15999000017","1/5"
9387,"S14640800016","4/5"
5582,"S23005500075","4/5"
5387,"S34104400013","3/5"
9699,"S25262700050","3/5"
6345,"S32139800014","5/5"
1403,"INV-06188600018","3/5"
6487,"S20793600116","1/5"
7792,"INV-03936300001","4/5"
6583,"S16679700044","1/5"
8551,"S28588000120","5/5"
9442,"S18707900126","3/5"
1631,"INV-01493200008","1/5"
7469,"S05358600061","3/5"
6168,"S03883900021","1/5"
3348,"INV-08818000017","5/5"
3939,"INV-08681900071","2/5"
6749,"S06787300020","3/5"
2888,"INV-03935100066","5/5"
5036,"S33123400062","1/5"
7858,"S04804200018","4/5"
6994,"S33478500001","4/5"
5400,"S09771500004","1/5"
5883,"S04871600064","1/5"
9846,"S32843600013","1/5"
5632,"S24831400117","3/5"
5315,"S30420400097","1/5"
9755,"S16733300108","4/5"
9062,"INV-07374400016","5/5"
7652,"S31764900121","5/5"
5213,"S29672500013","1/5"
8951,"S31315400029","1/5"
5515,"S27872200010","5/5"
4179,"S29572900104","5/5"
4473,"S10182700089","2/5"
2109,"INV-08325400002","3/5"
9007,"S05086200041","5/5"
2638,"S20253300049","2/5"
3900,"S25752400062","2/5"
8750,"S32501200011","3/5"
4403,"S10311600003","3/5"
9750,"S28872000066","2/5"
3623,"INV-07687700074","2/5"
1756,"S21630200020","3/5"
3287,"S12510400010","5/5"
5755,"S33486800021","3/5"
4369,"S22262800001","1/5"
4751,"S11462400007","5/5"
9017,"S12559000005","3/5"
7029,"S32554800018","4/5"
4812,"S03963600063","2/5"
8560,"INV-01568800002","2/5"
3242,"S10207100015","1/5"
3673,"S10690100186","3/5"
9030,"S28854100210","4/5"
4830,"INV-01643600009","5/5"
5858,"S12112200011","1/5"
1394,"S22306700023","5/5"
4196,"S09012700090","4/5"
5006,"INV-03046400074","2/5"
8633,"INV-00185300002","2/5"
1197,"INV-04190400116","2/5"
2026,"S07846200023","2/5"
5542,"INV-05392900013","4/5"
6170,"S21344200007","4/5"
8164,"S33851300041","4/5"
1645,"INV-08692700002","5/5"
7450,"S25364000210","5/5"
7331,"S17228000003","5/5"
2359,"S30785800034","1/5"
9880,"S19623400014","1/5"
5290,"INV-04592000030","2/5"
9570,"S33120300031","5/5"
6911,"S20265000148","4/5"
5403,"S06289500032","1/5"
3254,"S13274200051","5/5"
5672,"INV-01211900029","5/5"
4773,"S24859200005","1/5"
8798,"INV-00991800007","2/5"
9041,"S05251300030","1/5"
5900,"INV-08688500044","2/5"
1454,"S06383800154","2/5"
4215,"INV-00745700110","2/5"
1054,"S08970800020","5/5"
5952,"S16473500109","4/5"
1405,"INV-03691300106","4/5"
1227,"S05237600028","5/5"
6882,"S06659500050","4/5"
1712,"INV-01868400013","2/5"
6152,"INV-00460500010","5/5"
1757,"INV-01065000006","3/5"
1775,"S18823200002","2/5"
6108,"S30112100001","4/5"
9342,"S19352200064","1/5"
8203,"S05359600013","4/5"
8140,"S20399400134","1/5"
1574,"S31019400019","3/5"
6705,"S23980400009","4/5"
3505,"S34042500021","3/5"
7201,"S15616400090","5/5"
5453,"S08145100001","2/5"
8052,"S17235300040","5/5"
5543,"S08364300015","5/5"
3088,"S16094200040","2/5"
4184,"S25376300272","1/5"
6224,"S11380200046","1/5"
5342,"INV-03542600018","1/5"
5137,"S04435700025","2/5"
3235,"S10182700218","4/5"
6478,"S04147900008","2/5"
9868,"S33499900021","4/5"
6170,"S23743000014","2/5"
3843,"S17862700003","4/5"
9550,"INV-07504100008","2/5"
2547,"S07977900021","4/5"
6114,"S07848800103","4/5"
7405,"S21936000005","5/5"
2158,"S31999400034","3/5"
1560,"INV-08821100020","2/5"
5564,"S12422600119","5/5"
3420,"INV-04728800014","4/5"
6329,"INV-08260700001","4/5"
2661,"S14484300016","4/5"
8220,"S34002200003","3/5"
8078,"S07323100022","3/5"
4716,"S33985000142","5/5"
9547,"S28199100014","3/5"
3907,"S27117000015","1/5"
7025,"S23270100019","2/5"
7949,"S31612000059","5/5"
6235,"S16226200024","1/5"
8790,"S08704500012","5/5"
6129,"S11980500033","1/5"
6034,"S08124400017","3/5"
4648,"S29006500027","5/5"
9176,"INV-06311500135","5/5"
1451,"S31699100012","5/5"
5860,"S12523900053","5/5"
5411,"INV-01281400067","4/5"
8991,"INV-04072700043","2/5"
3598,"S28463600029","1/5"
9507,"S07586100238","4/5"
9202,"S15833500036","5/5"
7848,"S24605200067","3/5"
3137,"INV-04331100058","1/5"
5250,"S25552000016","5/5"
5265,"S07446600005","2/5"
7364,"S12995300152","3/5"
9193,"S24725800155","5/5"
8856,"INV-00992500026","2/5"
9300,"S21527000011","4/5"
2417,"S07703400006","4/5"
4240,"S10769200079","2/5"
4193,"S22373600045","5/5"
3372,"S03933600039","4/5"
9283,"S05877400015","5/5"
6336,"S12278500066","1/5"
2650,"S22011000042","1/5"
3220,"S26268500011","2/5"
4166,"S18220700033","5/5"
4512,"S04693500037","2/5"
9167,"S30951100014","5/5"
9202,"S04795200009","1/5"
1088,"S31978300025","3/5"
6273,"S32152200028","4/5"
1006,"INV-01362600045","2/5"
5231,"INV-05140600019","4/5"
6465,"S30915700033","2/5"
7859,"S22084000095","1/5"
1847,"INV-02013500086","4/5"
2222,"INV-01212300004","5/5"
5314,"S33615600073","5/5"
8224,"S18835500017","2/5"
1785,"INV-02787900045","2/5"
9620,"S12387900148","5/5"
4648,"S16212900020","2/5"
9007,"S16355200114","1/5"
2301,"S29141300025","5/5"
3853,"S26030800024","3/5"
3560,"S11932600262","2/5"
9595,"S28900500001","3/5"
4521,"INV-00991800083","5/5"
2216,"S10057200033","4/5"
5751,"S05025400025","3/5"
4440,"S08123200012","3/5"
3362,"S11459900093","2/5"
9129,"S24222100026","3/5"
9761,"S05284900074","3/5"
2287,"INV-03682400179","5/5"
1405,"INV-06572500102","3/5"
9117,"INV-06050500004","4/5"
4217,"INV-02093600004","1/5"
6428,"S16001800064","5/5"
3144,"S17477900016","5/5"
5685,"S25474200086","2/5"
5893,"S19210800173","1/5"
3375,"INV-02730800033","1/5"
9000,"INV-00193800038","3/5"
8638,"INV-06848000008","2/5"
6434,"S31309500017","2/5"
1597,"S04147900010","1/5"
6073,"INV-03487300004","2/5"
4652,"S29914000046","2/5"
9279,"S33738500054","5/5"
1047,"S17251100121","2/5"
3021,"S13190300169","3/5"
6357,"S09806400376","4/5"
3489,"S27279500007","4/5"
9134,"S33232300140","3/5"
1895,"INV-08821500016","1/5"
7495,"S33029500008","2/5"
7070,"S27687100152","4/5"
2640,"S30362600018","1/5"
1490,"S03445200014","2/5"
5632,"S12730400047","1/5"
8821,"INV-02165600012","3/5"
2562,"S29308900021","4/5"
1817,"S23627100048","3/5"
2472,"S25587900156","2/5"
3816,"INV-09366100004","4/5"
3598,"S19882000010","2/5"
8669,"S30778200046","1/5"
1921,"S31658600205","1/5"
3829,"INV-08852200026","1/5"
1649,"S26268500074","4/5"
1165,"S11344400036","5/5"
6282,"INV-00255300023","1/5"
6959,"S30182000026","5/5"
4110,"S29270400002","1/5"
7153,"S08257900003","5/5"
3835,"INV-06438900064","1/5"
3995,"S20009900224","5/5"
8152,"S10815100309","1/5"
2363,"S07035300018","3/5"
5945,"S09930800186","2/5"
7693,"INV-01069200029","3/5"
4517,"INV-01972700037","5/5"
7641,"S14908600124","3/5"
1554,"S16079600004","3/5"
9279,"INV-07493500123","3/5"
6717,"INV-00256100013","1/5"
2848,"S17484700044","5/5"
1506,"S28331800135","4/5"
9572,"S15028000053","3/5"
5870,"S16458700008","3/5"
2480,"S24107500073","4/5"
9992,"INV-04193800213","4/5"
7534,"INV-04926800022","5/5"
1063,"INV-01069000016","4/5"
6545,"S27528500001","5/5"
2652,"S09177900130","5/5"
5732,"S09611500150","4/5"
